epoch,acc,loss,val_acc,val_loss
0,0.898033705637,1.63427328658,0.699241449682,4.83098134297
1,0.893485111891,1.71068507673,0.689704121021,4.99905071448
2,0.883681423799,1.87071768322,0.718937142358,4.53020280724
3,0.895501416971,1.6802822791,0.694317526513,4.92701944655
4,0.905066958794,1.5285693769,0.704342811524,4.76543151527
5,0.898446492503,1.6339984201,0.703544337496,4.77697209286
6,0.902685496099,1.56562947809,0.672004613416,5.28553062329
7,0.904201694015,1.54192598213,0.706205917588,4.73540107041
8,0.902082192216,1.57737517017,0.708379541329,4.70036639593
9,0.905654386257,1.51995033981,0.700660959064,4.82477524325
10,0.904725615807,1.53447340926,0.702745863469,4.79096208448
11,0.903272923563,1.55787236986,0.687086900598,5.04282112489
12,0.905305105063,1.52536559747,0.698043738641,4.86671226342
13,0.90682924119,1.50113834218,0.700616599396,4.8254902647
14,0.907646876713,1.48811375957,0.677372133264,5.19997682063
15,0.908154922088,1.48005913194,0.695249079545,4.91200443565
16,0.90976637851,1.45414968705,0.68997027903,4.99708865067
17,0.908535956119,1.4731300734,0.685356873539,5.07127336266
18,0.908067601788,1.48100181274,0.677194694592,5.203006734
19,0.908734411343,1.47062762512,0.688195892303,5.02536186486
20,0.905789335812,1.51734265699,0.699685046364,4.63615648915
21,0.910464940902,1.44212986044,0.704564609865,4.76185583502
22,0.910838036723,1.43680501019,0.704298451856,4.76559248321
23,0.908591523582,1.47262629729,0.677860089614,5.19228183354
24,0.902233018188,1.57416629043,0.702524065128,4.79475058263
25,0.905860779691,1.5152291743,0.682473495106,5.11765917406
26,0.910822160306,1.43712622154,0.682784012784,5.1129175766
27,0.895461725927,1.68256411676,0.697467062954,4.87564207358
28,0.904741492226,1.53348138729,0.677283413928,5.20157674693
29,0.905630571631,1.52061769404,0.738721554371,4.21116867003
30,0.910107721496,1.448305606,0.689304884007,5.0068069655
31,0.905328919691,1.52556674314,0.68531251387,5.07216295589
32,0.907480174325,1.48990367288,0.720933327427,4.49739486579
33,0.911703301501,1.4217738839,0.685711750884,5.06411953226
34,0.906138617006,1.51175342033,0.690724393389,4.98468089896
35,0.909567923286,1.45674745287,0.686510224911,5.05285813067
36,0.911766807173,1.42153483751,0.719114581031,4.52724973211
37,0.912600319117,1.40843377606,0.679767555347,5.16153712093
38,0.904344581776,1.54074912876,0.691522867417,4.97206388023
39,0.907551618204,1.48943694211,0.685578671879,5.06755141485
40,0.90992514269,1.45130946547,0.682739653115,5.11363651852
41,0.905011391331,1.53058948949,0.698088098309,4.86624486206
42,0.909155136419,1.46390430416,0.701015836409,4.81905656311
43,0.910996800902,1.43453614735,0.683493767475,5.10078238309
44,0.910155350752,1.44712535589,0.693031096135,4.92498085629
45,0.910075968661,1.44864019857,0.722264117472,4.47657347521
46,0.911417525979,1.42699398334,0.699374528686,4.84551007313
47,0.910179165378,1.44740585222,0.690147717703,4.99422867383
48,0.910179165377,1.44765080976,0.695470877886,4.90842947357
49,0.907384915815,1.49266975136,0.687353058607,5.03927325777
50,0.908012034326,1.4825039121,0.689615401685,5.00280859385
51,0.909393282688,1.45992560435,0.690635674053,4.98636374649
52,0.910679272543,1.43952696383,0.688462050312,5.02139842063
53,0.908591523581,1.47211223754,0.688417690644,5.02211341434
54,0.903280861773,1.55752973509,0.699374528686,4.84521605698
55,0.900327848031,1.60563773281,0.698975291673,4.85194499581
56,0.90813110746,1.48016082191,0.686909461925,5.04642318802
57,0.911242885381,1.43009639701,0.682917091788,5.11077259685
58,0.911266700009,1.42987097419,0.675464667532,5.23089147654
59,0.907631000295,1.48853287224,0.683449407806,5.10219267107
60,0.90954410866,1.45789993345,0.683715565815,5.09790271326
61,0.911203194337,1.43115389062,0.677372133264,5.20014675987
62,0.909163074628,1.46328727354,0.705762320906,4.74255103993
63,0.904955823869,1.53119551844,0.714545535207,4.60098232481
64,0.910980924484,1.43460957798,0.713037306489,4.62529209816
65,0.907607185667,1.48850331724,0.686732023252,5.04928764848
66,0.908019972535,1.48215759977,0.695559597222,4.90699948853
67,0.907313471935,1.49334534265,0.709976489384,4.67462663958
68,0.91202876807,1.41734797321,0.709799050711,4.67748661202
69,0.908218427759,1.47866331216,0.686244066902,5.05714808611
70,0.910480817318,1.44238507308,0.686155347566,5.05857807352
71,0.909877513437,1.45249139893,0.694982921536,4.91629440497
72,0.911679486875,1.42340687849,0.721288204772,4.49230333048
73,0.912909909267,1.40289429421,0.675198509523,5.23365520313
74,0.909107507165,1.46405527523,0.676839817246,5.20872855991
75,0.907448421488,1.49079374269,0.678658563642,5.17941197635
76,0.908647091045,1.47213214418,0.684070443161,5.09218276567
77,0.911504846277,1.42614252772,0.70811338332,4.70465636457
78,0.912505060609,1.40966979393,0.703677416501,4.77515703442
79,0.911711239711,1.42262280966,0.688772567989,5.01639346946
80,0.910123597916,1.44833476536,0.691833385094,4.96674155937
81,0.913148055537,1.39954859029,0.706250277256,4.73468608111
82,0.91031411493,1.44457897899,0.709754691043,4.67813865264
83,0.910758654633,1.43803938068,0.680299871365,5.15295719786
84,0.910814222097,1.43699093697,0.690325156376,4.99075199702
85,0.910957109857,1.43471042131,0.684602759179,5.08360944145
86,0.910385558811,1.44393080237,0.679412678001,5.16725706548
87,0.90991720448,1.45164441617,0.703899214842,4.77258073176
88,0.914878585094,1.37180060548,0.704475890528,4.76260279786
89,0.913735483,1.38986594874,0.705052566215,4.7537572197
90,0.914449921809,1.37851543605,0.721199485436,4.49373331721
91,0.913878370763,1.38789489698,0.720134853399,4.51089315963
92,0.915561271066,1.36074128981,0.71986869539,4.5146007797
93,0.915561271067,1.36089010309,0.720489730745,4.50512253747
94,0.915426321514,1.36316436887,0.720267932404,4.50874856299
95,0.912036706279,1.41773600238,0.68433660117,5.08789280481
96,0.910528446572,1.44176726213,0.68433660117,5.08789280447
97,0.905884594319,1.51691332633,0.690413875712,4.98921977173
98,0.9112587618,1.4300866799,0.690724393389,4.98493376247
99,0.908877299104,1.46854242955,0.71618684293,4.5745275646
